age,year,season,area,f
2,1981,1,1,0.0163284
3,1981,1,1,0.1679453
4,1981,1,1,0.1777481
5,1981,1,1,0.1073721
6,1981,1,1,0.07801973
7,1981,1,1,0.07341267
8,1981,1,1,0.07716487
9,1981,1,1,0.08337791
10,1981,1,1,0.08940729
11,1981,1,1,0.09414646
12,1981,1,1,0.09736326
13,1981,1,1,0.09925481
14,1981,1,1,0.1001587
15,1981,1,1,0.100402
16,1981,1,1,0.100402
1,1982,1,1,0.001096667
2,1982,1,1,0.01388929
3,1982,1,1,0.1422368
4,1982,1,1,0.1521899
5,1982,1,1,0.09297403
6,1982,1,1,0.06758317
7,1982,1,1,0.0631419
8,1982,1,1,0.06591571
9,1982,1,1,0.07088336
10,1982,1,1,0.07578036
11,1982,1,1,0.07965267
12,1982,1,1,0.08228885
13,1982,1,1,0.08384185
14,1982,1,1,0.08458533
15,1982,1,1,0.08478676
16,1982,1,1,0.08478676
1,1983,1,1,0.0006152414
2,1983,1,1,0.007560205
3,1983,1,1,0.07675158
4,1983,1,1,0.08392291
5,1983,1,1,0.05240989
6,1983,1,1,0.03817804
7,1983,1,1,0.03526257
8,1983,1,1,0.03638591
9,1983,1,1,0.03879834
10,1983,1,1,0.04124904
11,1983,1,1,0.04320785
12,1983,1,1,0.04454841
13,1983,1,1,0.0453412
14,1983,1,1,0.04572289
15,1983,1,1,0.04582872
16,1983,1,1,0.04582872
1,1984,1,1,0.0008420565
2,1984,1,1,0.008234568
3,1984,1,1,0.07724574
4,1984,1,1,0.1014595
5,1984,1,1,0.07352909
6,1984,1,1,0.0531874
7,1984,1,1,0.04392715
8,1984,1,1,0.04015003
9,1984,1,1,0.03895957
10,1984,1,1,0.03886182
11,1984,1,1,0.03911589
12,1984,1,1,0.03939835
13,1984,1,1,0.0396001
14,1984,1,1,0.03970757
15,1984,1,1,0.03974064
16,1984,1,1,0.03974064
1,1985,1,1,0.002198958
2,1985,1,1,0.02722823
3,1985,1,1,0.2770109
4,1985,1,1,0.3011868
5,1985,1,1,0.1868319
6,1985,1,1,0.1354206
7,1985,1,1,0.1246119
8,1985,1,1,0.1282665
9,1985,1,1,0.1366348
10,1985,1,1,0.1452505
11,1985,1,1,0.1521805
12,1985,1,1,0.1569366
13,1985,1,1,0.1597485
14,1985,1,1,0.1610941
15,1985,1,1,0.1614535
16,1985,1,1,0.1614535
1,1986,1,1,0.001125589
2,1986,1,1,0.01118121
3,1986,1,1,0.1055421
4,1986,1,1,0.1367206
5,1986,1,1,0.09811903
6,1986,1,1,0.07095813
7,1986,1,1,0.05895484
8,1986,1,1,0.05428614
9,1986,1,1,0.05301952
10,1986,1,1,0.05314171
11,1986,1,1,0.05366104
12,1986,1,1,0.05415423
13,1986,1,1,0.05448959
14,1986,1,1,0.05466355
15,1986,1,1,0.05471502
16,1986,1,1,0.05471502
1,1987,1,1,0.0008455099
2,1987,1,1,0.009589743
3,1987,1,1,0.09494336
4,1987,1,1,0.1102419
5,1987,1,1,0.0726427
6,1987,1,1,0.05262924
7,1987,1,1,0.04644277
8,1987,1,1,0.04579462
9,1987,1,1,0.04726752
10,1987,1,1,0.04923021
11,1987,1,1,0.05094027
12,1987,1,1,0.05215661
13,1987,1,1,0.0528896
14,1987,1,1,0.05324495
15,1987,1,1,0.05334199
16,1987,1,1,0.05334199
1,1988,1,1,0.001348576
2,1988,1,1,0.01236058
3,1988,1,1,0.1128208
4,1988,1,1,0.1572321
5,1988,1,1,0.1184229
6,1988,1,1,0.08542681
7,1988,1,1,0.0684172
8,1988,1,1,0.06017453
9,1988,1,1,0.05642031
10,1988,1,1,0.05485059
11,1988,1,1,0.05426777
12,1988,1,1,0.05408839
13,1988,1,1,0.05405181
14,1988,1,1,0.05405387
15,1988,1,1,0.05405927
16,1988,1,1,0.05405927
1,1989,1,1,0.001445337
2,1989,1,1,0.0166427
3,1989,1,1,0.1655797
4,1989,1,1,0.1900228
5,1989,1,1,0.1239176
6,1989,1,1,0.08971279
7,1989,1,1,0.07962335
8,1989,1,1,0.07901014
9,1989,1,1,0.08195381
10,1989,1,1,0.08564394
11,1989,1,1,0.08880727
12,1989,1,1,0.09104163
13,1989,1,1,0.09238263
14,1989,1,1,0.09303014
15,1989,1,1,0.09320472
16,1989,1,1,0.09320472
1,1990,1,1,0.001110287
2,1990,1,1,0.01230918
3,1990,1,1,0.1209431
4,1990,1,1,0.1429658
5,1990,1,1,0.09563378
6,1990,1,1,0.06923939
7,1990,1,1,0.06041135
8,1990,1,1,0.05884994
9,1990,1,1,0.0601835
10,1990,1,1,0.06229913
11,1990,1,1,0.06422002
12,1990,1,1,0.06560954
13,1990,1,1,0.06645387
14,1990,1,1,0.066865
15,1990,1,1,0.06697754
16,1990,1,1,0.06697754
1,1991,1,1,0.001802046
2,1991,1,1,0.0203504
3,1991,1,1,0.2011873
4,1991,1,1,0.2343898
5,1991,1,1,0.1548604
6,1991,1,1,0.1120904
7,1991,1,1,0.09857117
8,1991,1,1,0.096857
9,1991,1,1,0.09972127
10,1991,1,1,0.1036996
11,1991,1,1,0.1072041
12,1991,1,1,0.109708
13,1991,1,1,0.1112197
14,1991,1,1,0.1119523
15,1991,1,1,0.1121507
16,1991,1,1,0.1121507
1,1992,1,1,0.000851468
2,1992,1,1,0.01046163
3,1992,1,1,0.1061944
4,1992,1,1,0.1161173
5,1992,1,1,0.07245567
6,1992,1,1,0.05260041
7,1992,1,1,0.04833436
8,1992,1,1,0.04966376
9,1992,1,1,0.05282482
10,1992,1,1,0.05609298
11,1992,1,1,0.05872458
12,1992,1,1,0.0605317
13,1992,1,1,0.06160107
14,1992,1,1,0.06211412
15,1992,1,1,0.062253
16,1992,1,1,0.062253
1,1993,1,1,0.001108207
2,1993,1,1,0.01060296
3,1993,1,1,0.09857465
4,1993,1,1,0.1320346
5,1993,1,1,0.09694139
6,1993,1,1,0.07001895
7,1993,1,1,0.0571674
8,1993,1,1,0.05152919
9,1993,1,1,0.04940291
10,1993,1,1,0.04884888
11,1993,1,1,0.04888682
12,1993,1,1,0.04906985
13,1993,1,1,0.04922784
14,1993,1,1,0.04931802
15,1993,1,1,0.04934652
16,1993,1,1,0.04934652
1,1994,1,1,0.0009225847
2,1994,1,1,0.008509786
3,1994,1,1,0.07789226
4,1994,1,1,0.1079129
5,1994,1,1,0.0809976
6,1994,1,1,0.05850297
7,1994,1,1,0.04708174
8,1994,1,1,0.04165714
9,1994,1,1,0.03926545
10,1994,1,1,0.03832265
11,1994,1,1,0.03801341
12,1994,1,1,0.03794699
13,1994,1,1,0.03795415
14,1994,1,1,0.03797144
15,1994,1,1,0.03798066
16,1994,1,1,0.03798066
1,1995,1,1,0.002446231
2,1995,1,1,0.02834536
3,1995,1,1,0.2825778
4,1995,1,1,0.3227333
5,1995,1,1,0.209552
6,1995,1,1,0.1516783
7,1995,1,1,0.1349665
8,1995,1,1,0.1342989
9,1995,1,1,0.1395984
10,1995,1,1,0.1460924
11,1995,1,1,0.1516235
12,1995,1,1,0.1555194
13,1995,1,1,0.1578539
14,1995,1,1,0.1589796
15,1995,1,1,0.1592818
16,1995,1,1,0.1592818
1,1996,1,1,0.0006452074
2,1996,1,1,0.008979179
3,1996,1,1,0.0943062
4,1996,1,1,0.09465293
5,1996,1,1,0.0539772
6,1996,1,1,0.03929731
7,1996,1,1,0.03859607
8,1996,1,1,0.04215944
9,1996,1,1,0.04672044
10,1996,1,1,0.05086632
11,1996,1,1,0.05403715
12,1996,1,1,0.05616021
13,1996,1,1,0.05739925
14,1996,1,1,0.05798855
15,1996,1,1,0.05814639
16,1996,1,1,0.05814639
1,1997,1,1,0.001311947
2,1997,1,1,0.01630626
3,1997,1,1,0.16608
4,1997,1,1,0.1800896
5,1997,1,1,0.1114401
6,1997,1,1,0.08084069
7,1997,1,1,0.07461494
8,1997,1,1,0.07701773
9,1997,1,1,0.08219456
10,1997,1,1,0.08747227
11,1997,1,1,0.0917012
12,1997,1,1,0.09459836
13,1997,1,1,0.09630998
14,1997,1,1,0.09712942
15,1997,1,1,0.09734937
16,1997,1,1,0.09734937
1,1998,1,1,0.001691825
2,1998,1,1,0.02143969
3,1998,1,1,0.2195843
4,1998,1,1,0.2348369
5,1998,1,1,0.1433134
6,1998,1,1,0.1039336
7,1998,1,1,0.09680537
8,1998,1,1,0.1008161
9,1998,1,1,0.1082701
10,1998,1,1,0.1156812
11,1998,1,1,0.1215643
12,1998,1,1,0.1255766
13,1998,1,1,0.1279408
14,1998,1,1,0.1290701
15,1998,1,1,0.1293714
16,1998,1,1,0.1293714
1,1999,1,1,0.001539922
2,1999,1,1,0.02138055
3,1999,1,1,0.2244146
4,1999,1,1,0.2255743
5,1999,1,1,0.1288041
6,1999,1,1,0.09361321
7,1999,1,1,0.09162213
8,1999,1,1,0.0998134
9,1999,1,1,0.110445
10,1999,1,1,0.1201556
11,1999,1,1,0.1276002
12,1999,1,1,0.1325907
13,1999,1,1,0.1355039
14,1999,1,1,0.136888
15,1999,1,1,0.1372557
16,1999,1,1,0.1372557
1,2000,1,1,0.002390815
2,2000,1,1,0.03325909
3,2000,1,1,0.3492634
4,2000,1,1,0.3506201
5,2000,1,1,0.1998955
6,2000,1,1,0.1452356
7,2000,1,1,0.1422329
8,2000,1,1,0.155042
9,2000,1,1,0.1716298
10,2000,1,1,0.186773
11,2000,1,1,0.1983806
12,2000,1,1,0.206161
13,2000,1,1,0.2107023
14,2000,1,1,0.2128591
15,2000,1,1,0.213431
16,2000,1,1,0.213431
1,2001,1,1,0.001163031
2,2001,1,1,0.01403004
3,2001,1,1,0.141633
4,2001,1,1,0.1569527
5,2001,1,1,0.09916363
6,2001,1,1,0.0718857
7,2001,1,1,0.06533726
8,2001,1,1,0.06642816
9,2001,1,1,0.07013724
10,2001,1,1,0.07413778
11,2001,1,1,0.0774089
12,2001,1,1,0.07967124
13,2001,1,1,0.08101453
14,2001,1,1,0.08165949
15,2001,1,1,0.08183302
16,2001,1,1,0.08183302
1,2002,1,1,0.0008610032
2,2002,1,1,0.01089609
3,2002,1,1,0.1115561
4,2002,1,1,0.119424
5,2002,1,1,0.07297121
6,2002,1,1,0.0529711
7,2002,1,1,0.0493738
8,2002,1,1,0.05144327
9,2002,1,1,0.05525689
10,2002,1,1,0.05904017
11,2002,1,1,0.06204014
12,2002,1,1,0.06408512
13,2002,1,1,0.06529015
14,2002,1,1,0.06586636
15,2002,1,1,0.06602111
16,2002,1,1,0.06602111
1,2003,1,1,0.001568812
2,2003,1,1,0.01981794
3,2003,1,1,0.2027921
4,2003,1,1,0.2173656
5,2003,1,1,0.1329562
6,2003,1,1,0.09643338
7,2003,1,1,0.08969442
8,2003,1,1,0.09328247
9,2003,1,1,0.1000821
10,2003,1,1,0.1068665
11,2003,1,1,0.1122591
12,2003,1,1,0.1159393
13,2003,1,1,0.1181086
14,2003,1,1,0.1191453
15,2003,1,1,0.1194222
16,2003,1,1,0.1194222
1,2004,1,1,0.001150992
2,2004,1,1,0.01531784
3,2004,1,1,0.1590193
4,2004,1,1,0.1644088
5,2004,1,1,0.09687947
6,2004,1,1,0.07039213
7,2004,1,1,0.06737494
8,2004,1,1,0.07195117
9,2004,1,1,0.07858367
10,2004,1,1,0.08482503
11,2004,1,1,0.08967048
12,2004,1,1,0.09293931
13,2004,1,1,0.09485453
14,2004,1,1,0.09576699
15,2004,1,1,0.09601087
16,2004,1,1,0.09601087
1,2005,1,1,0.0009005237
2,2005,1,1,0.01216464
3,2005,1,1,0.1267863
4,2005,1,1,0.1297768
5,2005,1,1,0.07565372
6,2005,1,1,0.05502315
7,2005,1,1,0.05313951
8,2005,1,1,0.05719995
9,2005,1,1,0.06279338
10,2005,1,1,0.06798559
11,2005,1,1,0.07199297
12,2005,1,1,0.07468854
13,2005,1,1,0.07626561
14,2005,1,1,0.07701669
15,2005,1,1,0.07721795
16,2005,1,1,0.07721795
1,2006,1,1,0.0005108704
2,2006,1,1,0.006659138
3,2006,1,1,0.06874549
4,2006,1,1,0.07209363
5,2006,1,1,0.04314575
6,2006,1,1,0.03138602
7,2006,1,1,0.02977569
8,2006,1,1,0.03153075
9,2006,1,1,0.03423688
10,2006,1,1,0.03682004
11,2006,1,1,0.03883662
12,2006,1,1,0.04020086
13,2006,1,1,0.04100178
14,2006,1,1,0.0413844
15,2006,1,1,0.04148781
16,2006,1,1,0.04148781
1,2007,1,1,0.0006476121
2,2007,1,1,0.008221152
3,2007,1,1,0.08424533
4,2007,1,1,0.08999065
5,2007,1,1,0.05487487
6,2007,1,1,0.03986337
7,2007,1,1,0.03725204
8,2007,1,1,0.03890276
9,2007,1,1,0.04184908
10,2007,1,1,0.04475279
11,2007,1,1,0.04704907
12,2007,1,1,0.04861234
13,2007,1,1,0.04953308
14,2007,1,1,0.0499735
15,2007,1,1,0.05009226
16,2007,1,1,0.05009226
1,2008,1,1,0.0008037732
2,2008,1,1,0.010736
3,2008,1,1,0.111565
4,2008,1,1,0.1150657
5,2008,1,1,0.0676445
6,2008,1,1,0.04921161
7,2008,1,1,0.04727122
8,2008,1,1,0.05063256
9,2008,1,1,0.05540037
10,2008,1,1,0.05985956
11,2008,1,1,0.06331177
12,2008,1,1,0.06563751
13,2008,1,1,0.06699959
14,2008,1,1,0.06764898
15,2008,1,1,0.06782364
16,2008,1,1,0.06782364
1,2009,1,1,0.000892551
2,2009,1,1,0.01164889
3,2009,1,1,0.120297
4,2009,1,1,0.1260452
5,2009,1,1,0.07535485
6,2009,1,1,0.05478804
7,2009,1,1,0.05197199
8,2009,1,1,0.05503699
9,2009,1,1,0.05976601
10,2009,1,1,0.06428216
11,2009,1,1,0.06780881
12,2009,1,1,0.07019493
13,2009,1,1,0.07159567
14,2009,1,1,0.07226446
15,2009,1,1,0.07244461
16,2009,1,1,0.07244461
1,2010,1,1,0.001619404
2,2010,1,1,0.01871022
3,2010,1,1,0.1863571
4,2010,1,1,0.2133193
5,2010,1,1,0.1388299
6,2010,1,1,0.1006166
7,2010,1,1,0.08959215
8,2010,1,1,0.08918329
9,2010,1,1,0.09270977
10,2010,1,1,0.09701276
11,2010,1,1,0.1006714
12,2010,1,1,0.1032467
13,2010,1,1,0.1047902
14,2010,1,1,0.1055362
15,2010,1,1,0.1057391
16,2010,1,1,0.1057391
1,2011,1,1,0.0004719041
2,2011,1,1,0.006470859
3,2011,1,1,0.06771005
4,2011,1,1,0.06862716
5,2011,1,1,0.03960183
6,2011,1,1,0.02890789
7,2011,1,1,0.02827266
8,2011,1,1,0.03075144
9,2011,1,1,0.03397298
10,2011,1,1,0.03691062
11,2011,1,1,0.03915932
12,2011,1,1,0.04066573
13,2011,1,1,0.04154578
14,2011,1,1,0.04196559
15,2011,1,1,0.04207983
16,2011,1,1,0.04207983
1,2012,1,1,0.0007879733
2,2012,1,1,0.0108314
3,2012,1,1,0.1134025
4,2012,1,1,0.1147437
5,2012,1,1,0.06603829
6,2012,1,1,0.04806115
7,2012,1,1,0.04687757
8,2012,1,1,0.05089917
9,2012,1,1,0.05618976
10,2012,1,1,0.06103764
11,2012,1,1,0.06475839
12,2012,1,1,0.06725411
13,2012,1,1,0.06871206
14,2012,1,1,0.06940588
15,2012,1,1,0.06959181
16,2012,1,1,0.06959181
1,2013,1,1,0.0006032313
2,2013,1,1,0.008316113
3,2013,1,1,0.08713512
4,2013,1,1,0.08800022
5,2013,1,1,0.05055544
6,2013,1,1,0.03684432
7,2013,1,1,0.03605795
8,2013,1,1,0.03925537
9,2013,1,1,0.04340256
10,2013,1,1,0.04718497
11,2013,1,1,0.05008143
12,2013,1,1,0.05202208
13,2013,1,1,0.05315543
14,2013,1,1,0.05369522
15,2013,1,1,0.05384079
16,2013,1,1,0.05384079
1,2014,1,1,0.0005662059
2,2014,1,1,0.007753869
3,2014,1,1,0.08110547
4,2014,1,1,0.08227108
5,2014,1,1,0.04749992
6,2014,1,1,0.03461604
7,2014,1,1,0.03375855
8,2014,1,1,0.03663896
9,2014,1,1,0.04042899
10,2014,1,1,0.04389983
11,2014,1,1,0.04656235
12,2014,1,1,0.04834786
13,2014,1,1,0.04939115
14,2014,1,1,0.04988828
15,2014,1,1,0.05002251
16,2014,1,1,0.05002251
1,2015,1,1,0.0003508768
2,2015,1,1,0.004865022
3,2015,1,1,0.0510543
4,2015,1,1,0.05137373
5,2015,1,1,0.0294248
6,2015,1,1,0.02154624
7,2015,1,1,0.02128095
8,2015,1,1,0.02333026
9,2015,1,1,0.02589584
10,2015,1,1,0.02820673
11,2015,1,1,0.02996534
12,2015,1,1,0.03113999
13,2015,1,1,0.03182554
14,2015,1,1,0.03215301
15,2015,1,1,0.03224321
16,2015,1,1,0.03224321
1,2016,1,1,0.0005692111
2,2016,1,1,0.00783255
3,2016,1,1,0.08203041
4,2016,1,1,0.08294733
5,2016,1,1,0.04772625
6,2016,1,1,0.03480172
7,2016,1,1,0.0340511
8,2016,1,1,0.03705856
9,2016,1,1,0.04096217
10,2016,1,1,0.04452224
11,2016,1,1,0.04724808
12,2016,1,1,0.04907433
13,2016,1,1,0.05014098
14,2016,1,1,0.05064929
15,2016,1,1,0.0507868
16,2016,1,1,0.0507868
1,2017,1,1,0.0008183841
2,2017,1,1,0.01081799
3,2017,1,1,0.1121049
4,2017,1,1,0.1164419
5,2017,1,1,0.0689802
6,2017,1,1,0.05018569
7,2017,1,1,0.04795602
8,2017,1,1,0.05112134
9,2017,1,1,0.05575689
10,2017,1,1,0.06012729
11,2017,1,1,0.06352192
12,2017,1,1,0.06581264
13,2017,1,1,0.06715555
14,2017,1,1,0.06779637
15,2017,1,1,0.06796915
16,2017,1,1,0.06796915
1,2018,1,1,0.0003777853
2,2018,1,1,0.005190733
3,2018,1,1,0.05434462
4,2018,1,1,0.05500951
5,2018,1,1,0.03170796
6,2018,1,1,0.02317816
7,2018,1,1,0.02273454
8,2018,1,1,0.02478307
9,2018,1,1,0.02741412
10,2018,1,1,0.02980363
11,2018,1,1,0.0316291
12,2018,1,1,0.03285078
13,2018,1,1,0.03356433
14,2018,1,1,0.033905
15,2018,1,1,0.0339983
16,2018,1,1,0.0339983
1,2019,1,1,0.0001975083
2,2019,1,1,0.002670746
3,2019,1,1,0.02784784
4,2019,1,1,0.02849107
5,2019,1,1,0.01663176
6,2019,1,1,0.0121912
7,2019,1,1,0.0119044
8,2019,1,1,0.01291822
9,2019,1,1,0.01424251
10,2019,1,1,0.01544939
11,2019,1,1,0.01637224
12,2019,1,1,0.0169902
13,2019,1,1,0.01735153
14,2019,1,1,0.01752463
15,2019,1,1,0.01757285
16,2019,1,1,0.01757285
1,2020,1,1,0.0005626234
2,2020,1,1,0.007637822
3,2020,1,1,0.07970977
4,2020,1,1,0.08132307
5,2020,1,1,0.04724632
6,2020,1,1,0.03439632
7,2020,1,1,0.03334803
8,2020,1,1,0.03601333
9,2020,1,1,0.03961459
10,2020,1,1,0.04293851
11,2020,1,1,0.0454973
12,2020,1,1,0.04721626
13,2020,1,1,0.04822146
14,2020,1,1,0.04870038
15,2020,1,1,0.04882925
16,2020,1,1,0.04882925
1,2021,1,1,0.0007531907
2,2021,1,1,0.01036291
3,2021,1,1,0.1085253
4,2021,1,1,0.1097444
5,2021,1,1,0.06313334
6,2021,1,1,0.04599053
7,2021,1,1,0.04493618
8,2021,1,1,0.04885607
9,2021,1,1,0.05397423
10,2021,1,1,0.05865205
11,2021,1,1,0.0622377
12,2021,1,1,0.06464128
13,2021,1,1,0.06604524
14,2021,1,1,0.06671379
15,2021,1,1,0.06689377
16,2021,1,1,0.06689377
1,1972,2,1,0.001238704
2,1972,2,1,0.01604486
3,1972,2,1,0.1653413
4,1972,2,1,0.1741383
5,1972,2,1,0.1046113
6,1972,2,1,0.07587427
7,1972,2,1,0.07145508
8,1972,2,1,0.07520061
9,1972,2,1,0.08134572
10,1972,2,1,0.08730404
11,1972,2,1,0.09198779
12,1972,2,1,0.09516694
13,1972,2,1,0.09703521
14,1972,2,1,0.09792589
15,1972,2,1,0.09816263
16,1972,2,1,0.09816263
1,1973,2,1,0.002191855
2,1973,2,1,0.02892667
3,1973,2,1,0.299612
4,1973,2,1,0.3115216
5,1973,2,1,0.1846115
6,1973,2,1,0.1339008
7,1973,2,1,0.1273022
8,1973,2,1,0.1351651
9,1973,2,1,0.1470894
10,1973,2,1,0.1584464
11,1973,2,1,0.1673102
12,1973,2,1,0.1733054
13,1973,2,1,0.1768215
14,1973,2,1,0.1784952
15,1973,2,1,0.1789386
16,1973,2,1,0.1789386
1,1974,2,1,0.002931557
2,1974,2,1,0.03897557
3,1974,2,1,0.4044958
4,1974,2,1,0.4184674
5,1974,2,1,0.24665
6,1974,2,1,0.1789025
7,1974,2,1,0.1707347
8,1974,2,1,0.1819166
9,1974,2,1,0.1984306
10,1974,2,1,0.2140582
11,1974,2,1,0.2262231
12,1974,2,1,0.2344403
13,1974,2,1,0.2392559
14,1974,2,1,0.241547
15,1974,2,1,0.2421534
16,1974,2,1,0.2421534
1,1975,2,1,0.002752664
2,1975,2,1,0.03711223
3,1975,2,1,0.3865883
4,1975,2,1,0.396195
5,1975,2,1,0.2311458
6,1975,2,1,0.1677137
7,1975,2,1,0.1612872
8,1975,2,1,0.1730415
9,1975,2,1,0.1896108
10,1975,2,1,0.2051039
11,1975,2,1,0.2171038
12,1975,2,1,0.2251893
13,1975,2,1,0.2299214
14,1975,2,1,0.2321711
15,1975,2,1,0.2327664
16,1975,2,1,0.2327664
1,1976,2,1,0.004646828
2,1976,2,1,0.05939458
3,1976,2,1,0.609782
4,1976,2,1,0.6481973
5,1976,2,1,0.3930624
6,1976,2,1,0.284834
7,1976,2,1,0.2661277
8,1976,2,1,0.2780372
9,1976,2,1,0.2992877
10,1976,2,1,0.3202631
11,1976,2,1,0.3368706
12,1976,2,1,0.3481824
13,1976,2,1,0.3548412
14,1976,2,1,0.3580168
15,1976,2,1,0.358858
16,1976,2,1,0.358858
1,1977,2,1,0.01000035
2,1977,2,1,0.1320321
3,1977,2,1,1.367682
4,1977,2,1,1.421638
5,1977,2,1,0.842151
6,1977,2,1,0.6106155
7,1977,2,1,0.5803719
8,1977,2,1,0.6161174
9,1977,2,1,0.670428
10,1977,2,1,0.7221877
11,1977,2,1,0.762598
12,1977,2,1,0.7899343
13,1977,2,1,0.8059663
14,1977,2,1,0.8135953
15,1977,2,1,0.8156125
16,1977,2,1,0.8156125
1,1978,2,1,0.009365411
2,1978,2,1,0.1263433
3,1978,2,1,1.316288
4,1978,2,1,1.348448
5,1978,2,1,0.7863185
6,1978,2,1,0.5704413
7,1978,2,1,0.5486324
8,1978,2,1,0.5886852
9,1978,2,1,0.6451182
10,1978,2,1,0.6978839
11,1978,2,1,0.7387529
12,1978,2,1,0.7662905
13,1978,2,1,0.7824063
14,1978,2,1,0.7900667
15,1978,2,1,0.7920915
16,1978,2,1,0.7920915
1,1979,2,1,0.01079226
2,1979,2,1,0.1486015
3,1979,2,1,1.556417
4,1979,2,1,1.572951
5,1979,2,1,0.9034472
6,1979,2,1,0.6556919
7,1979,2,1,0.6377536
8,1979,2,1,0.6911735
9,1979,2,1,0.7623626
10,1979,2,1,0.8279175
11,1979,2,1,0.8783629
12,1979,2,1,0.9122423
13,1979,2,1,0.9320341
14,1979,2,1,0.941432
15,1979,2,1,0.9439142
16,1979,2,1,0.9439142
1,1980,2,1,0.01119543
2,1980,2,1,0.1491223
3,1980,2,1,1.548385
4,1980,2,1,1.599847
5,1980,2,1,0.9416576
