year,season,fishery,length,freq
1973,1,1,28,0
1973,1,1,30,0
1973,1,1,32,0
1973,1,1,34,0
1973,1,1,36,0
1973,1,1,38,1
1973,1,1,40,2
1973,1,1,42,1
1973,1,1,44,2
1973,1,1,46,1
1973,1,1,48,0
1973,1,1,50,1
1973,1,1,52,5
1973,1,1,54,0
1973,1,1,56,0
1973,1,1,58,4
1973,1,1,60,10
1973,1,1,62,27
1973,1,1,64,48
1973,1,1,66,60
1973,1,1,68,23
1973,1,1,70,7
1973,1,1,72,1
1973,1,1,74,1
1973,1,1,76,0
1973,1,1,78,0
1973,1,1,80,0
1973,1,1,82,0
1973,1,1,84,0
1973,1,1,86,0
1973,1,1,88,0
1973,1,1,90,0
1973,1,1,92,0
1973,1,1,94,0
1973,1,1,96,0
1973,1,1,98,0
1973,1,1,100,0
1973,1,1,102,0
1973,1,1,104,0
1973,1,1,106,0
1973,1,1,108,0
1973,2,1,2,0
1973,2,1,4,0
1973,2,1,6,0
1973,2,1,8,0
1973,2,1,10,0
1973,2,1,12,0
1973,2,1,14,0
1973,2,1,16,0
1973,2,1,18,0
1973,2,1,20,0
1973,2,1,22,0
1973,2,1,24,0
1973,2,1,26,0
1973,2,1,28,0
1973,2,1,30,0
1973,2,1,32,0
1973,2,1,34,0.398940037582827
1973,2,1,36,29.5402288293073
1973,2,1,38,520.958580461696
1973,2,1,40,1156.14939752206
1973,2,1,42,526.925630446855
1973,2,1,44,278.20604025478
1973,2,1,46,198.403437428642
1973,2,1,48,44.6566877591945
1973,2,1,50,30.3126302368038
1973,2,1,52,31.9157338122026
1973,2,1,54,17.154952421638
1973,2,1,56,5.9841005637424
1973,2,1,58,0.797880075165654
1973,2,1,60,0
1973,2,1,62,0
1973,2,1,64,0
1973,2,1,66,0.398940037582827
1973,2,1,68,1.19682011274848
1973,2,1,70,0
1973,2,1,72,0
1973,2,1,74,0
1973,2,1,76,0
1973,2,1,78,0
1973,2,1,80,0
1973,2,1,82,0
1973,2,1,84,0
1973,2,1,86,0
1973,2,1,88,0
1973,2,1,90,0
1973,2,1,92,0
1973,2,1,94,0
1973,2,1,96,0
1973,2,1,98,0
1973,2,1,100,0
1973,2,1,102,0
1973,2,1,104,0
1973,2,1,106,0
1973,2,1,108,0
1973,3,1,2,0
1973,3,1,4,0
1973,3,1,6,0
1973,3,1,8,0
1973,3,1,10,0
1973,3,1,12,0
1973,3,1,14,0
1973,3,1,16,0
1973,3,1,18,0
1973,3,1,20,0
1973,3,1,22,0
1973,3,1,24,0
1973,3,1,26,0
1973,3,1,28,0
1973,3,1,30,0
1973,3,1,32,0
1973,3,1,34,0
1973,3,1,36,0.634760051209201
1973,3,1,38,5.07808040967361
1973,3,1,40,38.078351939573
1973,3,1,42,77.4354106765239
1973,3,1,44,125.348433515409
1973,3,1,46,57.9997385417251
1973,3,1,48,27.2518580817329
1973,3,1,50,11.649997558578
1973,3,1,52,9.66110471821782
1973,3,1,54,10.2494452049313
1973,3,1,56,7.01268485929961
1973,3,1,58,3.82510083234524
1973,3,1,60,1.27503361078175
1973,3,1,62,0
1973,3,1,64,0
1973,3,1,66,0
1973,3,1,68,0
1973,3,1,70,0
1973,3,1,72,0
1973,3,1,74,0
1973,3,1,76,0
1973,3,1,78,0
1973,3,1,80,0
1973,3,1,82,0
1973,3,1,84,0
1973,3,1,86,0
1973,3,1,88,0
1973,3,1,90,0
1973,3,1,92,0
1973,3,1,94,0
1973,3,1,96,0
1973,3,1,98,0
1973,3,1,100,0
1973,3,1,102,0
1973,3,1,104,0
1973,3,1,106,0
1973,3,1,108,0
1974,2,1,2,0
1974,2,1,4,0
1974,2,1,6,0
1974,2,1,8,0
1974,2,1,10,0
1974,2,1,12,0
1974,2,1,14,0
1974,2,1,16,0
1974,2,1,18,0
1974,2,1,20,0
1974,2,1,22,0
1974,2,1,24,0
1974,2,1,26,0
1974,2,1,28,0
1974,2,1,30,0.425783491729975
1974,2,1,32,1.27735047518992
1974,2,1,34,0
1974,2,1,36,4.68361840902972
1974,2,1,38,131.14741255985
1974,2,1,40,707.14981191928
1974,2,1,42,1144.05496421776
1974,2,1,44,1141.30251660458
1974,2,1,46,729.756405928657
1974,2,1,48,385.308992656028
1974,2,1,50,225.389855407961
1974,2,1,52,115.875192714885
1974,2,1,54,83.87755679837
1974,2,1,56,48.5696403857683
1974,2,1,58,34.2839682975116
1974,2,1,60,15.6735019266669
1974,2,1,62,4.94420304537636
1974,2,1,64,5.38921041736976
1974,2,1,66,0.890014743986791
1974,2,1,68,0
1974,2,1,70,0
1974,2,1,72,0
1974,2,1,74,0
1974,2,1,76,0
1974,2,1,78,0
1974,2,1,80,0
1974,2,1,82,0
1974,2,1,84,0
1974,2,1,86,0
1974,2,1,88,0
1974,2,1,90,0
1974,2,1,92,0
1974,2,1,94,0
1974,2,1,96,0
1974,2,1,98,0
1974,2,1,100,0
1974,2,1,102,0
1974,2,1,104,0
1974,2,1,106,0
1974,2,1,108,0
1974,3,1,2,0
1974,3,1,4,0
1974,3,1,6,0
1974,3,1,8,0
1974,3,1,10,0
1974,3,1,12,0
1974,3,1,14,0
1974,3,1,16,0
1974,3,1,18,0
1974,3,1,20,0
1974,3,1,22,0
1974,3,1,24,2.08169999702604
1974,3,1,26,13.8779999801736
1974,3,1,28,99.2276998582413
1974,3,1,30,125.595899820571
1974,3,1,32,45.1034999355642
1974,3,1,34,16.6535999762083
1974,3,1,36,2.77559999603472
1974,3,1,38,0
1974,3,1,40,0
1974,3,1,42,0
1974,3,1,44,9.02374003311007
1974,3,1,46,23.6002000812882
1974,3,1,48,29.3025901109286
1974,3,1,50,23.9479100922918
1974,3,1,52,18.0988900940762
1974,3,1,54,4.71067002448559
1974,3,1,56,0
1974,3,1,58,0
1974,3,1,60,0
1974,3,1,62,0
1974,3,1,64,0
1974,3,1,66,0
1974,3,1,68,0
1974,3,1,70,0
1974,3,1,72,0
1974,3,1,74,0
1974,3,1,76,0
1974,3,1,78,0
1974,3,1,80,0
1974,3,1,82,0
1974,3,1,84,0
1974,3,1,86,0
1974,3,1,88,0
1974,3,1,90,0
1974,3,1,92,0
1974,3,1,94,0
1974,3,1,96,0
1974,3,1,98,0
1974,3,1,100,0
1974,3,1,102,0
1974,3,1,104,0
1974,3,1,106,0
1974,3,1,108,0
1975,2,1,2,0
1975,2,1,4,0
1975,2,1,6,0
1975,2,1,8,0
1975,2,1,10,0
1975,2,1,12,0
1975,2,1,14,0
1975,2,1,16,0
1975,2,1,18,0
1975,2,1,20,0
1975,2,1,22,0
1975,2,1,24,0
1975,2,1,26,0
1975,2,1,28,0
1975,2,1,30,0
1975,2,1,32,0
1975,2,1,34,0
1975,2,1,36,4.92424064535679
1975,2,1,38,102.689806851148
1975,2,1,40,713.699025407422
1975,2,1,42,881.021470681818
1975,2,1,44,349.492127227058
1975,2,1,46,191.765178909677
1975,2,1,48,197.464170110719
1975,2,1,50,198.984098325119
1975,2,1,52,126.755377302396
1975,2,1,54,71.6592595874549
1975,2,1,56,47.5961879058126
1975,2,1,58,43.4369760237517
1975,2,1,60,27.0199004484506
1975,2,1,62,18.0825368460701
1975,2,1,64,11.127714982197
1975,2,1,66,0.927309581849747
1975,2,1,68,1.85461916369949
1975,2,1,70,0
1975,2,1,72,0
1975,2,1,74,0
1975,2,1,76,0
1975,2,1,78,0
1975,2,1,80,0
1975,2,1,82,0
1975,2,1,84,0
1975,2,1,86,0
1975,2,1,88,0
1975,2,1,90,0
1975,2,1,92,0
1975,2,1,94,0
1975,2,1,96,0
1975,2,1,98,0
1975,2,1,100,0
1975,2,1,102,0
1975,2,1,104,0
1975,2,1,106,0
1975,2,1,108,0
1975,3,1,2,0
1975,3,1,4,0
1975,3,1,6,0
1975,3,1,8,0
1975,3,1,10,0
1975,3,1,12,0
1975,3,1,14,0
1975,3,1,16,0
1975,3,1,18,0
1975,3,1,20,0
1975,3,1,22,0.729821108351875
1975,3,1,24,7.29821108351875
1975,3,1,26,40.1401609593531
1975,3,1,28,29.192844334075
1975,3,1,30,10.9473166252781
1975,3,1,32,5.838568866815
1975,3,1,34,5.838568866815
1975,3,1,36,3.64910554175938
1975,3,1,38,2.18946332505563
1975,3,1,40,0
1975,3,1,42,0
1975,3,1,44,0
1975,3,1,46,11.5286526987743
1975,3,1,48,9.69690999956295
1975,3,1,50,3.74653340892205
1975,3,1,52,1.98345886354697
1975,3,1,54,0.220384318171885
1975,3,1,56,0
1975,3,1,58,0
1975,3,1,60,0
1975,3,1,62,0
1975,3,1,64,0
1975,3,1,66,0
1975,3,1,68,0
1975,3,1,70,0
1975,3,1,72,0
1975,3,1,74,0
1975,3,1,76,0
1975,3,1,78,0
1975,3,1,80,0
1975,3,1,82,0
1975,3,1,84,0
1975,3,1,86,0
1975,3,1,88,0
1975,3,1,90,0
1975,3,1,92,0
1975,3,1,94,0
1975,3,1,96,0
1975,3,1,98,0
1975,3,1,100,0
1975,3,1,102,0
1975,3,1,104,0
1975,3,1,106,0
1975,3,1,108,0
1976,2,1,2,0
1976,2,1,4,0
1976,2,1,6,0
1976,2,1,8,0
1976,2,1,10,0
1976,2,1,12,0
1976,2,1,14,0
1976,2,1,16,0
1976,2,1,18,0
1976,2,1,20,0
1976,2,1,22,0
1976,2,1,24,0
1976,2,1,26,0
1976,2,1,28,0
1976,2,1,30,0
1976,2,1,32,0.402650568950861
1976,2,1,34,1.34216856316954
1976,2,1,36,2.45197994483847
1976,2,1,38,76.4914297421513
1976,2,1,40,453.252515409674
1976,2,1,42,508.16217370181
1976,2,1,44,244.882788112863
1976,2,1,46,85.3038166812316
1976,2,1,48,27.0720599892727
1976,2,1,50,5.15435533674419
1976,2,1,52,2.16550796663791
1976,2,1,54,0.805301137901723
1976,2,1,56,0.805301137901723
1976,2,1,58,0.134216856316954
1976,2,1,60,0.402650568950861
1976,2,1,62,0.134216856316954
1976,2,1,64,0.402650568950861
1976,2,1,66,0
1976,2,1,68,0.134216856316954
1976,2,1,70,0
1976,2,1,72,0
1976,2,1,74,0
1976,2,1,76,0
1976,2,1,78,0
1976,2,1,80,0
1976,2,1,82,0
1976,2,1,84,0
1976,2,1,86,0
1976,2,1,88,0
1976,2,1,90,0
1976,2,1,92,0
1976,2,1,94,0
1976,2,1,96,0
1976,2,1,98,0
1976,2,1,100,0
1976,2,1,102,0
1976,2,1,104,0
1976,2,1,106,0
1976,2,1,108,0
1976,3,1,2,0
1976,3,1,4,0
1976,3,1,6,0
1976,3,1,8,0
1976,3,1,10,0
1976,3,1,12,0
1976,3,1,14,0
1976,3,1,16,0
1976,3,1,18,0
1976,3,1,20,0
1976,3,1,22,0
1976,3,1,24,0.179867302415949
1976,3,1,26,0
1976,3,1,28,0
1976,3,1,30,0
1976,3,1,32,0.179867302415949
1976,3,1,34,0.359734604831898
1976,3,1,36,0.539601907247847
1976,3,1,38,2.72696329990066
1976,3,1,40,10.4489678628917
1976,3,1,42,115.048316826007
1976,3,1,44,146.587377157993
1976,3,1,46,32.2006220143268
1976,3,1,48,8.18088989970198
1976,3,1,50,1.61880572174354
1976,3,1,52,3.77721335073493
1976,3,1,54,5.57588637489441
1976,3,1,56,4.49668256039872
1976,3,1,58,1.07920381449569
1976,3,1,60,0
1976,3,1,62,0
1976,3,1,64,0
1976,3,1,66,0
1976,3,1,68,0
1976,3,1,70,0
1976,3,1,72,0
1976,3,1,74,0
1976,3,1,76,0
1976,3,1,78,0
1976,3,1,80,0
1976,3,1,82,0
1976,3,1,84,0
1976,3,1,86,0
1976,3,1,88,0
1976,3,1,90,0
1976,3,1,92,0
1976,3,1,94,0
1976,3,1,96,0
1976,3,1,98,0
1976,3,1,100,0
1976,3,1,102,0
1976,3,1,104,0
1976,3,1,106,0
1976,3,1,108,0
1977,2,1,2,0
1977,2,1,4,0
1977,2,1,6,0
1977,2,1,8,0
1977,2,1,10,0
1977,2,1,12,0
1977,2,1,14,0
1977,2,1,16,0
1977,2,1,18,0
1977,2,1,20,0
1977,2,1,22,0
1977,2,1,24,0
1977,2,1,26,0
1977,2,1,28,0
1977,2,1,30,0
1977,2,1,32,0
1977,2,1,34,0
1977,2,1,36,41.7434514425039
1977,2,1,38,145.058651118676
1977,2,1,40,480.664685573275
1977,2,1,42,506.631982185059
1977,2,1,44,185.89350129856
1977,2,1,46,67.9473666803063
1977,2,1,48,27.0852004117023
1977,2,1,50,45.5213452297518
1977,2,1,52,39.3759636237353
1977,2,1,54,16.6152910088594
1977,2,1,56,5.46256142757022
1977,2,1,58,0
1977,2,1,60,0
1977,2,1,62,0
1977,2,1,64,0
1977,2,1,66,0
1977,2,1,68,0
1977,2,1,70,0
1977,2,1,72,0
1977,2,1,74,0
1977,2,1,76,0
1977,2,1,78,0
1977,2,1,80,0
1977,2,1,82,0
1977,2,1,84,0
1977,2,1,86,0
1977,2,1,88,0
1977,2,1,90,0
1977,2,1,92,0
1977,2,1,94,0
1977,2,1,96,0
1977,2,1,98,0
1977,2,1,100,0
1977,2,1,102,0
1977,2,1,104,0
1977,2,1,106,0
1977,2,1,108,0
1977,3,1,2,0
1977,3,1,4,0
1977,3,1,6,0
1977,3,1,8,0
1977,3,1,10,0
1977,3,1,12,0
1977,3,1,14,0
1977,3,1,16,0
1977,3,1,18,0
1977,3,1,20,0
1977,3,1,22,0
1977,3,1,24,0
1977,3,1,26,0
1977,3,1,28,0
1977,3,1,30,0
1977,3,1,32,0
1977,3,1,34,0
1977,3,1,36,0
1977,3,1,38,0
1977,3,1,40,0
1977,3,1,42,6
1977,3,1,44,15.5
1977,3,1,46,3.5
1977,3,1,48,0
1977,3,1,50,0
1977,3,1,52,0
1977,3,1,54,0
1977,3,1,56,0
1977,3,1,58,0
1977,3,1,60,0
1977,3,1,62,0
1977,3,1,64,0
1977,3,1,66,0
1977,3,1,68,0
1977,3,1,70,0
1977,3,1,72,0
1977,3,1,74,0
1977,3,1,76,0
1977,3,1,78,0
1977,3,1,80,0
1977,3,1,82,0
1977,3,1,84,0
1977,3,1,86,0
1977,3,1,88,0
1977,3,1,90,0
1977,3,1,92,0
1977,3,1,94,0
1977,3,1,96,0
1977,3,1,98,0
1977,3,1,100,0
1977,3,1,102,0
1977,3,1,104,0
1977,3,1,106,0
1977,3,1,108,0
1978,2,1,2,0
1978,2,1,4,0
1978,2,1,6,0
1978,2,1,8,0
1978,2,1,10,0
1978,2,1,12,0
1978,2,1,14,0
1978,2,1,16,0
1978,2,1,18,0
1978,2,1,20,0
1978,2,1,22,0
1978,2,1,24,0
1978,2,1,26,0
1978,2,1,28,0
1978,2,1,30,0
1978,2,1,32,0
1978,2,1,34,0
1978,2,1,36,0
1978,2,1,38,4.84795058444952
1978,2,1,40,56.1088728154071
1978,2,1,42,168.364253031644
1978,2,1,44,276.599469638392
1978,2,1,46,208.245654438251
1978,2,1,48,151.644430844483
1978,2,1,50,74.7857305323449
1978,2,1,52,33.3237101243064
1978,2,1,54,3.57992799072267
1978,2,1,56,0
1978,2,1,58,0
1978,2,1,60,0
1978,2,1,62,0
1978,2,1,64,0
1978,2,1,66,0
1978,2,1,68,0
1978,2,1,70,0
1978,2,1,72,0
1978,2,1,74,0
1978,2,1,76,0
1978,2,1,78,0
1978,2,1,80,0
1978,2,1,82,0
1978,2,1,84,0
1978,2,1,86,0
1978,2,1,88,0
1978,2,1,90,0
1978,2,1,92,0
1978,2,1,94,0
1978,2,1,96,0
1978,2,1,98,0
1978,2,1,100,0
1978,2,1,102,0
1978,2,1,104,0
1978,2,1,106,0
1978,2,1,108,0
1978,3,1,2,0
1978,3,1,4,0
1978,3,1,6,0
1978,3,1,8,0
1978,3,1,10,0
1978,3,1,12,0
1978,3,1,14,0
1978,3,1,16,0
1978,3,1,18,0
1978,3,1,20,0
1978,3,1,22,0
1978,3,1,24,0
1978,3,1,26,0
1978,3,1,28,0
1978,3,1,30,0
1978,3,1,32,0
1978,3,1,34,0
1978,3,1,36,2.5
1978,3,1,38,3
1978,3,1,40,2.5
1978,3,1,42,28.5
1978,3,1,44,30.5
1978,3,1,46,5.5
1978,3,1,48,0
1978,3,1,50,0
1978,3,1,52,0
1978,3,1,54,0
1978,3,1,56,0
1978,3,1,58,0
1978,3,1,60,0
1978,3,1,62,0
1978,3,1,64,0
1978,3,1,66,0
1978,3,1,68,0
1978,3,1,70,0
1978,3,1,72,0
1978,3,1,74,0
1978,3,1,76,0
1978,3,1,78,0
1978,3,1,80,0
1978,3,1,82,0
1978,3,1,84,0
1978,3,1,86,0
1978,3,1,88,0
1978,3,1,90,0
1978,3,1,92,0
1978,3,1,94,0
1978,3,1,96,0
1978,3,1,98,0
1978,3,1,100,0
1978,3,1,102,0
1978,3,1,104,0
1978,3,1,106,0
1978,3,1,108,0
1979,2,1,2,0
1979,2,1,4,0
1979,2,1,6,0
1979,2,1,8,0
1979,2,1,10,0
1979,2,1,12,0
1979,2,1,14,0
1979,2,1,16,0
1979,2,1,18,0
1979,2,1,20,0
1979,2,1,22,0
1979,2,1,24,0
1979,2,1,26,0
1979,2,1,28,0
1979,2,1,30,0
1979,2,1,32,1.01179904883372
1979,2,1,34,2.02359809766743
1979,2,1,36,23.6065424381649
1979,2,1,38,141.670774696877
1979,2,1,40,269.385404947764
1979,2,1,42,447.138987862452
1979,2,1,44,285.588567116784
1979,2,1,46,79.0143591638346
1979,2,1,48,10.6109788396818
1979,2,1,50,0.448987787941061
1979,2,1,52,0
1979,2,1,54,0
1979,2,1,56,0
1979,2,1,58,0
1979,2,1,60,0
1979,2,1,62,0
1979,2,1,64,0
1979,2,1,66,0
1979,2,1,68,0
1979,2,1,70,0
1979,2,1,72,0
1979,2,1,74,0
1979,2,1,76,0
1979,2,1,78,0
1979,2,1,80,0
1979,2,1,82,0
1979,2,1,84,0
1979,2,1,86,0
1979,2,1,88,0
1979,2,1,90,0
1979,2,1,92,0
1979,2,1,94,0
1979,2,1,96,0
1979,2,1,98,0
1979,2,1,100,0
1979,2,1,102,0
1979,2,1,104,0
1979,2,1,106,0
1979,2,1,108,0
1979,3,1,2,0
1979,3,1,4,0
1979,3,1,6,0
1979,3,1,8,0
1979,3,1,10,0
1979,3,1,12,0
1979,3,1,14,0
1979,3,1,16,0
1979,3,1,18,0
1979,3,1,20,0
1979,3,1,22,0
1979,3,1,24,0
1979,3,1,26,0
1979,3,1,28,0
1979,3,1,30,0
1979,3,1,32,0
1979,3,1,34,0
1979,3,1,36,0
1979,3,1,38,1.5
1979,3,1,40,33
1979,3,1,42,80.5
1979,3,1,44,22
1979,3,1,46,9
1979,3,1,48,5
1979,3,1,50,1.5
1979,3,1,52,2
1979,3,1,54,0
1979,3,1,56,1
1979,3,1,58,0
1979,3,1,60,0
1979,3,1,62,0
1979,3,1,64,0
1979,3,1,66,0
1979,3,1,68,0
1979,3,1,70,0
1979,3,1,72,0
1979,3,1,74,0
1979,3,1,76,0
1979,3,1,78,0
1979,3,1,80,0
1979,3,1,82,0
1979,3,1,84,0
1979,3,1,86,0
1979,3,1,88,0
1979,3,1,90,0
1979,3,1,92,0
1979,3,1,94,0
1979,3,1,96,0
1979,3,1,98,0
1979,3,1,100,0
1979,3,1,102,0
1979,3,1,104,0
1979,3,1,106,0
1979,3,1,108,0
1980,2,1,2,0
1980,2,1,4,0
1980,2,1,6,0
1980,2,1,8,0
1980,2,1,10,0
1980,2,1,12,0
1980,2,1,14,0
1980,2,1,16,0
1980,2,1,18,0
1980,2,1,20,0
1980,2,1,22,0
1980,2,1,24,0
1980,2,1,26,0
1980,2,1,28,0
1980,2,1,30,0.506260424765371
1980,2,1,32,0.438892259364274
1980,2,1,34,0.945152684129645
1980,2,1,36,24.9454938813339
1980,2,1,38,171.282200629929
1980,2,1,40,525.247938715001
1980,2,1,42,338.599268100282
1980,2,1,44,150.854789852308
1980,2,1,46,49.3152924741954
1980,2,1,48,26.4189437961988
1980,2,1,50,8.85094187433064
1980,2,1,52,5.70559937173556
1980,2,1,54,18.8723671526638
1980,2,1,56,20.1890439307566
1980,2,1,58,4.82781485300701
1980,2,1,60,0
1980,2,1,62,0
1980,2,1,64,0
1980,2,1,66,0
1980,2,1,68,0
1980,2,1,70,0
1980,2,1,72,0
1980,2,1,74,0
1980,2,1,76,0
1980,2,1,78,0
1980,2,1,80,0
1980,2,1,82,0
1980,2,1,84,0
1980,2,1,86,0
1980,2,1,88,0
1980,2,1,90,0
1980,2,1,92,0
1980,2,1,94,0
1980,2,1,96,0
1980,2,1,98,0
1980,2,1,100,0
1980,2,1,102,0
1980,2,1,104,0
1980,2,1,106,0
1980,2,1,108,0
1980,3,1,2,0
1980,3,1,4,0
1980,3,1,6,0
1980,3,1,8,0
1980,3,1,10,0
1980,3,1,12,0
1980,3,1,14,0
1980,3,1,16,0
1980,3,1,18,0
1980,3,1,20,0
1980,3,1,22,0
1980,3,1,24,0
1980,3,1,26,0
1980,3,1,28,0
1980,3,1,30,0
1980,3,1,32,0
1980,3,1,34,0
1980,3,1,36,0
1980,3,1,38,3.5
1980,3,1,40,24
1980,3,1,42,36
1980,3,1,44,16
1980,3,1,46,4
1980,3,1,48,0.5
1980,3,1,50,0
1980,3,1,52,1
1980,3,1,54,0
1980,3,1,56,0
1980,3,1,58,0
1980,3,1,60,0
1980,3,1,62,0
1980,3,1,64,0
1980,3,1,66,0
1980,3,1,68,0
1980,3,1,70,0
1980,3,1,72,0
1980,3,1,74,0
1980,3,1,76,0
1980,3,1,78,0
1980,3,1,80,0
1980,3,1,82,0
1980,3,1,84,0
1980,3,1,86,0
1980,3,1,88,0
1980,3,1,90,0
1980,3,1,92,0
1980,3,1,94,0
1980,3,1,96,0
1980,3,1,98,0
1980,3,1,100,0
1980,3,1,102,0
1980,3,1,104,0
1980,3,1,106,0
1980,3,1,108,0
1981,2,1,2,0
1981,2,1,4,0
1981,2,1,6,0
1981,2,1,8,0
1981,2,1,10,0
1981,2,1,12,0
1981,2,1,14,0
1981,2,1,16,0
1981,2,1,18,0
1981,2,1,20,0
1981,2,1,22,0
1981,2,1,24,0
1981,2,1,26,0
1981,2,1,28,0
1981,2,1,30,0
1981,2,1,32,0
1981,2,1,34,0
1981,2,1,36,0
1981,2,1,38,34.4686278324621
1981,2,1,40,75.2657595489543
1981,2,1,42,130.339840448818
1981,2,1,44,162.631931946917
1981,2,1,46,95.425404843839
1981,2,1,48,28.8511035484196
1981,2,1,50,3.34488788706033
1981,2,1,52,1.19460281680726
1981,2,1,54,0.238920563361452
1981,2,1,56,0.238920563361452
1981,2,1,58,0
1981,2,1,60,0
1981,2,1,62,0
1981,2,1,64,0
1981,2,1,66,0
1981,2,1,68,0
1981,2,1,70,0
1981,2,1,72,0
1981,2,1,74,0
1981,2,1,76,0
1981,2,1,78,0
1981,2,1,80,0
1981,2,1,82,0
1981,2,1,84,0
1981,2,1,86,0
1981,2,1,88,0
1981,2,1,90,0
1981,2,1,92,0
1981,2,1,94,0
1981,2,1,96,0
1981,2,1,98,0
1981,2,1,100,0
1981,2,1,102,0
1981,2,1,104,0
1981,2,1,106,0
1981,2,1,108,0
1981,3,1,2,0
1981,3,1,4,0
1981,3,1,6,0
1981,3,1,8,0
1981,3,1,10,0
1981,3,1,12,0
1981,3,1,14,0
1981,3,1,16,0
1981,3,1,18,0
1981,3,1,20,0
1981,3,1,22,0
1981,3,1,24,0
1981,3,1,26,0
1981,3,1,28,0
1981,3,1,30,0
1981,3,1,32,0
1981,3,1,34,0
1981,3,1,36,0
1981,3,1,38,0
1981,3,1,40,6
1981,3,1,42,11
1981,3,1,44,7
1981,3,1,46,1
1981,3,1,48,0
1981,3,1,50,0
1981,3,1,52,0
1981,3,1,54,0
1981,3,1,56,0
1981,3,1,58,0
1981,3,1,60,0
1981,3,1,62,0
1981,3,1,64,0
1981,3,1,66,0
1981,3,1,68,0
1981,3,1,70,0
1981,3,1,72,0
1981,3,1,74,0
1981,3,1,76,0
1981,3,1,78,0
1981,3,1,80,0
1981,3,1,82,0
1981,3,1,84,0
1981,3,1,86,0
1981,3,1,88,0
1981,3,1,90,0
1981,3,1,92,0
1981,3,1,94,0
1981,3,1,96,0
1981,3,1,98,0
1981,3,1,100,0
1981,3,1,102,0
1981,3,1,104,0
1981,3,1,106,0
1981,3,1,108,0
1982,2,1,2,0
1982,2,1,4,0
1982,2,1,6,0
1982,2,1,8,0
1982,2,1,10,0
1982,2,1,12,0
1982,2,1,14,0
1982,2,1,16,0
1982,2,1,18,0
1982,2,1,20,0
1982,2,1,22,0
1982,2,1,24,0
1982,2,1,26,0
1982,2,1,28,0
1982,2,1,30,0
1982,2,1,32,0.5
1982,2,1,34,2
1982,2,1,36,4.5
1982,2,1,38,68.5
1982,2,1,40,316.5
1982,2,1,42,449.5
1982,2,1,44,326.5
1982,2,1,46,90.5
1982,2,1,48,19
1982,2,1,50,4
1982,2,1,52,3
1982,2,1,54,2
